DATE,Department,DEN,Block Section/ Yard,CORRIDOR block section,corridor block period,UP/ DN Line,Block demanded in Hrs(Day or Night),Demanded time (From),Demanded time (To),Block demanded in(MINS),Permitted time (From) No need to fill,Permitted time (To) No need to fill,BLOCK PERMITTED MINS,Location - FROM,Location - TO,Nautre of work & Quantum of Output Planned,Need for disconnection (If Yes Track Circuit and Signals Affected) Please give specific details without fail,Caution required,Caution required (if yes with relaxation date dd:mm:yyyy),Power Block & its Elementary Section. Please give specific details without fail,"Resources needed (M/C, Manpower, Supervisors) Include Crane,JCB,porcelain or any other equipment also",Whether site preparation & resources ready,Supervisors to be deputed (JE/SSE with section),Coaching repercussions/ Movement Repercussions,"Actual Block Granted From
  No need to fill","Actual Block Granted To
  No need to fill","Actual block duration MINS
  No need to fill","Over all % granted for the day
  No need to fill","Output as per Manual
  No need to fill","Actual Output
 ","% Output vs Planned
  No need to fill","% Output
 vs
 Planned",PROGRESS,,,,LOCATION,SECTION,ARB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MS-MKK,MS-VM,,A LINE,,02:50,03:20,30,02:50,03:20,30,,,UTV 024,,,,,,,,,02:50,03:20,30,,,45 PSC UNLOADED ,,,,,,,07/600-700,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,TVT-TNP,MAS-GDR,,UP/SLOW,,00:00,02:00,120,00:00,02:00,120,,,DTE 56743,,,,,,,,,00:00,02:00,120,,,2700 SLEEPERS ,,,,,,,05/00-04/00,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,TNP-TVT,MAS-GDR,,DN/SLOW,,02:30,04:30,120,02:40,04:10,90,,,DTE 56743,,,,,,,,,02:40,04:10,90,,,2610 SLEEPERS ,,,,,,,04/00-05/00,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,CGL YD,MS-VM,,UP ,,23:00,01:00,120,00:20,01:50,90,,,MFI 56916,,,,,,,,,00:20,01:50,90,,,1250 SLEEPERS ,,,,,,,59/350-58/950,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,CGL YD,MS-VM,,DN,,02:00,04:00,120,02:00,03:30,90,,,MFI 56916,,,,,,,,,02:00,03:30,90,,,1050 SLEEPERS ,,,,,,,61/300-000,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,CENTRAL,TO YD,TRL-KPD,,DN/SLOW,,02:30,04:20,110,02:30,04:20,110,,,BRM R32,,,,,,,,,02:30,04:20,110,,,2100 MTRS,,,,,,,57/300-58/00,TRL B,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,TNPM YD,MAS-GDR,,ARRIVAL LINE ,,01:15,01:55,40,01:15,01:55,40,,,UTV 164,,,,,,,,,01:15,01:55,40,,,30 PT PSC UNLOADED ,,,,,,,,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,CENTRAL,MMC-VPY,MAS-TRL,,DN/SLOW ,,00:45,02:45,120,00:45,02:45,120,,,UTV 66,,,,,,,,,00:45,02:45,120,,,30 RAILS LOADED ,,,,,,,,WST A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,PON YD,MAS-GDR,,UP/LOOP,,00:00,02:00,120,00:25,02:25,120,,,MPT 2004,,,,,,,,,00:25,02:25,120,,,1.7 UNIT+200 SLEEPERS ,,,,,,,"PT NO 65 A,62 A",PON,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,LTI YD,KPD-JTJ,,UP,,21:55,23:55,120,21:55,23:55,120,,,MFI 56924,,,,,,,,,21:55,23:55,120,,,1 UNIT+600 SLEEPERS ,,,,,,,PT 62 B,KPD,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,KOKYD,MAS-GDR,,DN/GOODS,,23:45,00:55,70,23:45,00:55,70,,,UTV 164,,,,,,,,,23:45,00:55,70,,,76 SLEEPERS LOADED ,,,,,,,,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,CENTRAL,VLK YD,MAS-TRL,,YD,,22:00,23:45,105,22:00,23:45,105,,,UTV 066,,,,,,,,,22:00,23:45,105,,,30 RAILS UNLOADED ,,,,,,,,WST A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,CENTRAL,TO-KBT,TRL-KPD,,UP/SLOW,,23:30,01:40,130,23:30,01:40,130,,,BRM R32,,,,,,,,,23:30,01:40,130,,,3000 MTRS,,,,,,,56/950-55/950,TRL B,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,CGL YD,MS-VM,,UP,,22:10,02:10,240,22:10,02:10,240,,,BCM 704,,,,,,,,,22:10,02:10,240,,,208 MTRS (23--01 SLEEPERS ),,,,,,,PT NO 130A,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,CGL YD,MS-VM,,UP,,22:10,02:10,240,22:10,02:10,240,,,MFI 56916,,,,,,,,,22:10,02:10,240,,,01 UNIT+250 SLEEPERS ,,,,,,,PT NO 130A,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,NYP-DVR,MAS-GDR,,UP,,23:05,01:05,120,23:05,01:05,120,,,SBCM 57152,,,,,,,,,23:05,01:05,120,,,500 MTRS,,,,,,,106/300-105/800,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,CENTRAL,ABU-VLK,MAS-TRL,,UP/F,,23:20,01:50,150,23:20,01:50,150,,,DUO 8113,,,,,,,,,23:20,01:50,150,,,2850 SLEEPERS ,,,,,,,13/000-11/400,AVD,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MTL-TMV,MS-VM,,UP,,21:30,00:00,150,21:30,00:00,150,,,DUO 8078,,,,,,,,,21:30,00:00,150,,,2700 SLEEPERS ,,,,,,,130/100-131/700,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MTL-TMV,MS-VM,,UP,,21:30,00:00,150,21:30,00:00,150,,,DGS 353,,,,,,,,,21:30,00:00,150,,,1600 MTRS,,,,,,,130/100-131/700,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,RU-PDD,AJJ-RU,,UP,,00:00,02:00,120,00:00,02:00,120,,,WW,,,,,,,,,01:30,02:26,56,,,01 WELD,,,,,,,130/25-21,PUT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,MDVE-CTRE,TRL-KPD,,UP,,23:00,01:00,120,23:00,01:00,120,,,WW,,,,,,,,,00:30,01:50,80,,,01 WELD,,,,,,,82/03-01,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,NG-VGA,AJJ-RU,,DN,,00:00,02:00,120,00:00,02:00,120,,,CUTTING WORK ,,,,,,,,,01:10,01:55,45,,,42 COMPRESSOR HOLES ,,,,,,,,TRT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,NG-VGA,AJJ-RU,,DN,,04:15,05:00,45,04:15,05:00,45,,,CUTTING WORK ,,,,,,,,,04:15,05:00,45,,,WIDENING WORK DONE ,,,,,,,,TRT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,AKM YD,MAS-GDR,,DN,,00:00,03:00,180,00:00,03:00,180,,,RR/WW,,,,,,,,,00:40,02:40,120,,,8.72 M R/R+02 WELDS,,,,,,,61/34-62/04,SPE,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,KOK YD,MAS-GDR,,DN/SLOW,,00:00,02:30,150,00:00,02:30,150,,,WW,,,,,,,,,02:45,03:45,60,,,02 WELDS,,,,,,,,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,TADA-SPE,MAS-GDR,,DN,,04:45,06:10,85,04:45,06:10,85,,,BALLAST UNLOADING ,,,,,,,,,04:45,06:10,85,,,11 BOBYN UNLOADED ,,,,,,,70/4-72/24,SPE,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,CENTRAL,VPY-PEW,MAS-TRL,,DN/SLOW,,00:00,03:00,180,00:00,03:00,180,,,MFBW ,,,,,,,,,00:35,02:45,130,,,16 WELDS,,,,,,,04/40-05/06,WST A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,CGL-SKL,MS-VM,,DN,,03:00,03:45,45,03:00,03:45,45,,,BALLAST UNLOADING ,,,,,,,,,03:00,03:45,45,,,03 BOBYN UNLOADED ,,,,,,,52/200-56/200,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MS YD,MS-VM,,YD,,00:50,02:05,75,00:50,02:05,75,,,GTP RENEWAL,,,,,,,,,00:50,02:05,75,,,GTP RENEWED ,,,,,,,PT NO 146 B,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MKK-PV ,MS-VM,,DN/SUB,,00:00,03:30,210,00:00,03:30,210,,,MFBW ,,,,,,,,,00:25,03:20,175,,,28 WELDS,,,,,,,13/900-14/700,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,AB-VGM,KPD-JTJ,,DN,,14:00,16:00,120,14:00,16:00,120,,,DESTRESSING/WW,,,,,,,,,14:10,15:30,80,,,02 WELDS,,,,,,,185/08-10,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,CENTRAL,RPM YD,MAS-TRL,,UP,,12:15,14:45,150,12:15,14:45,150,,,WW,,,,,,,,,12:15,14:45,150,,,03 WELDS,,,,,,,"BK1/44A-46A,BK1/52A-52B",WST B,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,MJR YD,MAS-GDR,,UP,,12:25,14:25,120,12:25,14:25,120,,,DESTRESSING ,,,,,,,,,12:25,14:25,120,,,550 MTRS,,,,,,,24/650-25/200,PON,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,RU-PDD,AJJ-RU,,UP,,14:00,16:00,120,14:00,16:00,120,,,WW,,,,,,,,,15:30,16:35,65,,,01 WELD,,,,,,,130/23-21,PUT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,PEI YD,MS-VM,,DN,,10:30,11:15,45,10:30,11:15,45,,,T/OUT,,,,,,,,,10:30,11:15,45,,,04 RAILS T/OUT ,,,,,,,,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,TUG YD,TRL-KPD,,UP,,10:45,11:15,30,10:45,11:15,30,,,JOINT INSPECTION ,,,,,,,,,10:45,11:15,30,,,1 PT JOINT INSPECTION ATTENDED ,,,,,,,PT NO 63 B,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,TUG YD,TRL-KPD,,YD,,12:40,13:10,30,12:40,13:10,30,,,JOINT INSPECTION ,,,,,,,,,12:40,13:10,30,,,1 PT JOINT INSPECTION ATTENDED ,,,,,,,PT NO 63 A,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,MDVE-CTRE,TRL-KPD,,UP,,15:00,17:00,120,15:00,17:00,120,,,DESTRESSING ,,,,,,,,,17:10,17:55,45,,,500 MTRS,,,,,,,81/350-80/850,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,STM YD,MS-VM,,B LINE ,,10:25,13:00,155,10:25,13:00,155,,,DESTRESSING ,,,,,,,,,10:25,12:25,120,,,600 MTRS,,,,,,,17/400-16/800,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MTL-PEI,MS-VM,,DN,,12:50,14:00,70,12:50,14:00,70,,,CTR PRELIMINARY WORK,,,,,,,,,12:50,14:00,70,,,1000 MTRS PRLIMINARY WORK CTR ,,,,,,,141/000-142/000,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,TBM YD,MS-VM,,B LINE ,,10:00,12:00,120,10:00,12:00,120,,,RR ,,,,,,,,,10:10,11:20,70,,,13 MTRS R/R,,,,,,,28/00-28/100,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,TBM YD,MS-VM,,B LINE ,,14:10,14:40,30,14:10,14:40,30,,,RR,,,,,,,,,14:10,14:40,30,,,8 MTR R/R,,,,,,,28/00-28/100,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MLMR-MMK,MS-VM,,UP,,10:00,12:00,120,10:00,12:00,120,,,DESTRESSING ,,,,,,,,,10:35,12:10,95,,,700 MTRS,,,,,,,90/800-91/500,ACK,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MLMR-MMK,MS-VM,,UP,,15:35,16:20,45,15:35,16:20,45,,,WW,,,,,,,,,15:35,16:20,45,,,02 WELDS,,,,,,,90/800-91/500,ACK,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,TNPM ,MAS-GDR,,KOKG LINE,,16:25,17:00,35,16:25,17:00,35,,,BALLAST UNLOADING ,,,,,,,,,16:25,17:00,35,,,05 BOBYN UNLOADED ,,,,,,,"PT NO 52 ,57,56,62,64",TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,EAST,DVR YD,MAS-GDR,,DN,,14:00,16:00,120,14:00,16:00,120,,,DESTRESSING ,,,,,,,,,14:50,15:50,60,,,300 MTRS,,,,,,,96/150-450,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MN YD,MS-VM,,A LINE ,,10:00,13:00,180,10:00,13:00,180,,,GUARD RAIL FIXING ,,,,,,,,,10:00,13:00,180,,,GUARD RAILS FIXED ,,,,,,,,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,JTJ YD,KPD-JTJ,,YD,,11:45,12:45,60,11:45,12:45,60,,,WW,,,,,,,,,11:45,12:45,60,,,01 WELD,,,,,,,216/30-217/02,JTJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,CGL-PALR,AJJ-CGL,,SL,,12:00,14:00,120,12:00,14:00,120,,,DESTRESSING ,,,,,,,,,12:05,14:00,115,,,1280 MTRS,,,,,,,09/800-11/080,CJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,CGL-PALR,AJJ-CGL,,SL,,15:35,16:35,60,15:35,16:35,60,,,WW,,,,,,,,,15:35,16:35,60,,,02 WELDS,,,,,,,,CJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,POI-TRT,AJJ-RU,,UP,,16:40,17:40,60,16:40,17:40,60,,,DESTRSSING ,,,,,,,,,16:40,17:40,60,,,600 MTRS,,,,,,,87/400-86/800,TRT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,THL-MCN,TRL-KPD,,UP,,16:40,17:45,65,16:40,17:45,65,,,DESTRSSING /WW,,,,,,,,,16:40,17:45,65,,,1000 MTRS+02 WELDS,,,,,,,115/200-114/200,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,PCKM-MPI,KPD-JTJ,,UP,,21:30,23:30,120,21:30,23:30,120,,,RR/WW,,,,,,,,,21:30,23:30,120,,,03 WELD,,,,,,,171/11-09,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,SOUTH,MLMR-MMK,MS-VM,,UP,,21:45,23:55,130,21:45,23:55,130,,,WW,,,,,,,,,21:45,23:55,130,,,6.65 M R/R+03 WELDS,,,,,,,,ACK,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2024,ENGG,WEST,AJJ YD,TRL-KPD,,UP,,23:55,02:00,125,23:55,02:00,125,,,WW,,,,,,,,,23:55,02:00,125,,,03 WELDS,,,,,,,,AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
